year,Region,Attack.Type,Percentage
2004,MENA,Hostage taking/assassinaton,83
2004,MENA,Other,68
2004,North America,Armed Assault,0
2004,North America,Bombing/Explosion,1
2004,North America,Facility/Infrastructure Attack,8
2004,North America,Hostage taking/assassinaton,1
2004,North America,Other,2
2004,South America,Armed Assault,9
2004,South America,Bombing/Explosion,23
2004,South America,Facility/Infrastructure Attack,0
2004,South America,Hostage taking/assassinaton,8
2004,South America,Other,2
2004,South Asia,Armed Assault,90
2004,South Asia,Bombing/Explosion,207
2004,South Asia,Facility/Infrastructure Attack,8
2004,South Asia,Hostage taking/assassinaton,54
2004,South Asia,Other,10
2004,Sub-Saharan Africa,Armed Assault,20
2004,Sub-Saharan Africa,Bombing/Explosion,4
2004,Sub-Saharan Africa,Facility/Infrastructure Attack,0
2004,Sub-Saharan Africa,Hostage taking/assassinaton,4
2004,Sub-Saharan Africa,Other,7
2005,Asia-Pacific,Armed Assault,90
2005,Asia-Pacific,Bombing/Explosion,88
2005,Asia-Pacific,Facility/Infrastructure Attack,5
2005,Asia-Pacific,Hostage taking/assassinaton,20
2005,Asia-Pacific,Other,3
2005,Central America & Caribbean,Armed Assault,1
2005,Central America & Caribbean,Bombing/Explosion,2
2005,Central America & Caribbean,Facility/Infrastructure Attack,0
2005,Central America & Caribbean,Hostage taking/assassinaton,0
2005,Central America & Caribbean,Other,0
2005,Central Asia,Armed Assault,2
2005,Central Asia,Bombing/Explosion,7
2005,Central Asia,Facility/Infrastructure Attack,0
2005,Central Asia,Hostage taking/assassinaton,1
2005,Central Asia,Other,1
2005,Europe,Armed Assault,29
2005,Europe,Bombing/Explosion,132
2005,Europe,Facility/Infrastructure Attack,6
2005,Europe,Hostage taking/assassinaton,6
2005,Europe,Other,2
2005,MENA,Armed Assault,155
2005,MENA,Bombing/Explosion,455
2005,MENA,Facility/Infrastructure Attack,8
2005,MENA,Hostage taking/assassinaton,183
2005,MENA,Other,82
2005,North America,Armed Assault,0
2005,North America,Bombing/Explosion,9
2005,North America,Facility/Infrastructure Attack,6
2005,North America,Hostage taking/assassinaton,1
2005,North America,Other,5
2005,South America,Armed Assault,16
2005,South America,Bombing/Explosion,23
2005,South America,Facility/Infrastructure Attack,0
2005,South America,Hostage taking/assassinaton,8
2005,South America,Other,2
2005,South Asia,Armed Assault,162
2005,South Asia,Bombing/Explosion,303
2005,South Asia,Facility/Infrastructure Attack,14
2005,South Asia,Hostage taking/assassinaton,104
2005,South Asia,Other,19
2005,Sub-Saharan Africa,Armed Assault,32
2005,Sub-Saharan Africa,Bombing/Explosion,10
2005,Sub-Saharan Africa,Facility/Infrastructure Attack,2
2005,Sub-Saharan Africa,Hostage taking/assassinaton,10
2005,Sub-Saharan Africa,Other,5
2006,Asia-Pacific,Armed Assault,128
2006,Asia-Pacific,Bombing/Explosion,90
2006,Asia-Pacific,Facility/Infrastructure Attack,22
2006,Asia-Pacific,Hostage taking/assassinaton,30
2006,Asia-Pacific,Other,5
2006,Central America & Caribbean,Armed Assault,2
2006,Central America & Caribbean,Bombing/Explosion,0
2006,Central America & Caribbean,Facility/Infrastructure Attack,0
2006,Central America & Caribbean,Hostage taking/assassinaton,3
2006,Central America & Caribbean,Other,0
2006,Central Asia,Armed Assault,2
2006,Central Asia,Bombing/Explosion,2
2006,Central Asia,Facility/Infrastructure Attack,1
2006,Central Asia,Hostage taking/assassinaton,1
2006,Central Asia,Other,0
2006,Europe,Armed Assault,16
2006,Europe,Bombing/Explosion,102
2006,Europe,Facility/Infrastructure Attack,31
2006,Europe,Hostage taking/assassinaton,5
2006,Europe,Other,14
2006,MENA,Armed Assault,260
2006,MENA,Bombing/Explosion,657
2006,MENA,Facility/Infrastructure Attack,8
2006,MENA,Hostage taking/assassinaton,136
2006,MENA,Other,117
2006,North America,Armed Assault,3
2006,North America,Bombing/Explosion,5
2006,North America,Facility/Infrastructure Attack,3
2006,North America,Hostage taking/assassinaton,1
2006,North America,Other,3
2006,South America,Armed Assault,8
2006,South America,Bombing/Explosion,19
2006,South America,Facility/Infrastructure Attack,3
2006,South America,Hostage taking/assassinaton,16
2006,South America,Other,4
2006,South Asia,Armed Assault,234
2006,South Asia,Bombing/Explosion,544
2006,South Asia,Facility/Infrastructure Attack,28
2006,South Asia,Hostage taking/assassinaton,110
2006,South Asia,Other,22
2006,Sub-Saharan Africa,Armed Assault,51
2006,Sub-Saharan Africa,Bombing/Explosion,23
2006,Sub-Saharan Africa,Facility/Infrastructure Attack,8
2006,Sub-Saharan Africa,Hostage taking/assassinaton,23
2006,Sub-Saharan Africa,Other,9
2007,Asia-Pacific,Armed Assault,137
2007,Asia-Pacific,Bombing/Explosion,151
2007,Asia-Pacific,Facility/Infrastructure Attack,38
2007,Asia-Pacific,Hostage taking/assassinaton,26
2007,Asia-Pacific,Other,13
2007,Central America & Caribbean,Armed Assault,2
2007,Central America & Caribbean,Bombing/Explosion,0
2007,Central America & Caribbean,Facility/Infrastructure Attack,0
2007,Central America & Caribbean,Hostage taking/assassinaton,1
2007,Central America & Caribbean,Other,1
2007,Central Asia,Armed Assault,0
2007,Central Asia,Bombing/Explosion,2
2007,Central Asia,Facility/Infrastructure Attack,1
2007,Central Asia,Hostage taking/assassinaton,0
2007,Central Asia,Other,1
2007,Europe,Armed Assault,39
2007,Europe,Bombing/Explosion,68
2007,Europe,Facility/Infrastructure Attack,13
2007,Europe,Hostage taking/assassinaton,5
2007,Europe,Other,9
2007,MENA,Armed Assault,277
2007,MENA,Bombing/Explosion,873
2007,MENA,Facility/Infrastructure Attack,8
2007,MENA,Hostage taking/assassinaton,113
2007,MENA,Other,114
2007,North America,Armed Assault,7
2007,North America,Bombing/Explosion,3
2007,North America,Facility/Infrastructure Attack,3
2007,North America,Hostage taking/assassinaton,1
2007,North America,Other,5
2007,South America,Armed Assault,13
2007,South America,Bombing/Explosion,26
2007,South America,Facility/Infrastructure Attack,2
2007,South America,Hostage taking/assassinaton,6
2007,South America,Other,0
2007,South Asia,Armed Assault,217
2007,South Asia,Bombing/Explosion,541
2007,South Asia,Facility/Infrastructure Attack,24
2007,South Asia,Hostage taking/assassinaton,114
2007,South Asia,Other,85
2007,Sub-Saharan Africa,Armed Assault,104
2007,Sub-Saharan Africa,Bombing/Explosion,95
2007,Sub-Saharan Africa,Facility/Infrastructure Attack,14
2007,Sub-Saharan Africa,Hostage taking/assassinaton,67
2007,Sub-Saharan Africa,Other,22
2008,Asia-Pacific,Armed Assault,169
2008,Asia-Pacific,Bombing/Explosion,225
2008,Asia-Pacific,Facility/Infrastructure Attack,55
2008,Asia-Pacific,Hostage taking/assassinaton,49
2008,Asia-Pacific,Other,48
2008,Central America & Caribbean,Armed Assault,0
2008,Central America & Caribbean,Bombing/Explosion,0
2008,Central America & Caribbean,Facility/Infrastructure Attack,0
2008,Central America & Caribbean,Hostage taking/assassinaton,0
2008,Central America & Caribbean,Other,0
2008,Central Asia,Armed Assault,6
2008,Central Asia,Bombing/Explosion,25
2008,Central Asia,Facility/Infrastructure Attack,1
2008,Central Asia,Hostage taking/assassinaton,4
2008,Central Asia,Other,0
2008,Europe,Armed Assault,71
2008,Europe,Bombing/Explosion,174
2008,Europe,Facility/Infrastructure Attack,89
2008,Europe,Hostage taking/assassinaton,18
2008,Europe,Other,20
2008,MENA,Armed Assault,213
2008,MENA,Bombing/Explosion,1024
2008,MENA,Facility/Infrastructure Attack,11
2008,MENA,Hostage taking/assassinaton,115
2008,MENA,Other,172
2008,North America,Armed Assault,4
2008,North America,Bombing/Explosion,8
2008,North America,Facility/Infrastructure Attack,7
2008,North America,Hostage taking/assassinaton,2
2008,North America,Other,10
2008,South America,Armed Assault,15
2008,South America,Bombing/Explosion,88
2008,South America,Facility/Infrastructure Attack,11
2008,South America,Hostage taking/assassinaton,23
2008,South America,Other,7
2008,South Asia,Armed Assault,420
2008,South Asia,Bombing/Explosion,854
2008,South Asia,Facility/Infrastructure Attack,87
2008,South Asia,Hostage taking/assassinaton,276
2008,South Asia,Other,122
2008,Sub-Saharan Africa,Armed Assault,136
2008,Sub-Saharan Africa,Bombing/Explosion,108
2008,Sub-Saharan Africa,Facility/Infrastructure Attack,7
2008,Sub-Saharan Africa,Hostage taking/assassinaton,84
2008,Sub-Saharan Africa,Other,45
2009,Asia-Pacific,Armed Assault,286
2009,Asia-Pacific,Bombing/Explosion,173
2009,Asia-Pacific,Facility/Infrastructure Attack,47
2009,Asia-Pacific,Hostage taking/assassinaton,41
2009,Asia-Pacific,Other,24
2009,Central America & Caribbean,Armed Assault,1
2009,Central America & Caribbean,Bombing/Explosion,6
2009,Central America & Caribbean,Facility/Infrastructure Attack,0
2009,Central America & Caribbean,Hostage taking/assassinaton,2
2009,Central America & Caribbean,Other,0
2009,Central Asia,Armed Assault,3
2009,Central Asia,Bombing/Explosion,23
2009,Central Asia,Facility/Infrastructure Attack,1
2009,Central Asia,Hostage taking/assassinaton,3
2009,Central Asia,Other,1
2009,Europe,Armed Assault,66
2009,Europe,Bombing/Explosion,138
2009,Europe,Facility/Infrastructure Attack,108
2009,Europe,Hostage taking/assassinaton,26
2009,Europe,Other,8
2009,MENA,Armed Assault,150
2009,MENA,Bombing/Explosion,1002
2009,MENA,Facility/Infrastructure Attack,12
2009,MENA,Hostage taking/assassinaton,100
2009,MENA,Other,97
2009,North America,Armed Assault,5
2009,North America,Bombing/Explosion,5
2009,North America,Facility/Infrastructure Attack,2
2009,North America,Hostage taking/assassinaton,1
2009,North America,Other,2
2009,South America,Armed Assault,30
2009,South America,Bombing/Explosion,85
2009,South America,Facility/Infrastructure Attack,21
2009,South America,Hostage taking/assassinaton,18
2009,South America,Other,5
2009,South Asia,Armed Assault,459
2009,South Asia,Bombing/Explosion,974
2009,South Asia,Facility/Infrastructure Attack,130
2009,South Asia,Hostage taking/assassinaton,240
2009,South Asia,Other,141
2009,Sub-Saharan Africa,Armed Assault,86
2009,Sub-Saharan Africa,Bombing/Explosion,68
2009,Sub-Saharan Africa,Facility/Infrastructure Attack,22
2009,Sub-Saharan Africa,Hostage taking/assassinaton,67
2009,Sub-Saharan Africa,Other,40
2010,Asia-Pacific,Armed Assault,205
2010,Asia-Pacific,Bombing/Explosion,160
2010,Asia-Pacific,Facility/Infrastructure Attack,77
2010,Asia-Pacific,Hostage taking/assassinaton,28
2010,Asia-Pacific,Other,5
2010,Central America & Caribbean,Armed Assault,0
2010,Central America & Caribbean,Bombing/Explosion,0
2010,Central America & Caribbean,Facility/Infrastructure Attack,1
2010,Central America & Caribbean,Hostage taking/assassinaton,0
2010,Central America & Caribbean,Other,0
2010,Central Asia,Armed Assault,2
2010,Central Asia,Bombing/Explosion,5
2010,Central Asia,Facility/Infrastructure Attack,0
2010,Central Asia,Hostage taking/assassinaton,2
2010,Central Asia,Other,0
2010,Europe,Armed Assault,77
2010,Europe,Bombing/Explosion,242
2010,Europe,Facility/Infrastructure Attack,32
2010,Europe,Hostage taking/assassinaton,38
2010,Europe,Other,4
2010,MENA,Armed Assault,214
2010,MENA,Bombing/Explosion,950
2010,MENA,Facility/Infrastructure Attack,16
2010,MENA,Hostage taking/assassinaton,188
2010,MENA,Other,95
2010,North America,Armed Assault,1
2010,North America,Bombing/Explosion,8
2010,North America,Facility/Infrastructure Attack,9
2010,North America,Hostage taking/assassinaton,2
2010,North America,Other,4
2010,South America,Armed Assault,20
2010,South America,Bombing/Explosion,93
2010,South America,Facility/Infrastructure Attack,14
2010,South America,Hostage taking/assassinaton,18
2010,South America,Other,3
2010,South Asia,Armed Assault,490
2010,South Asia,Bombing/Explosion,885
2010,South Asia,Facility/Infrastructure Attack,135
2010,South Asia,Hostage taking/assassinaton,390
2010,South Asia,Other,78
2010,Sub-Saharan Africa,Armed Assault,92
2010,Sub-Saharan Africa,Bombing/Explosion,107
2010,Sub-Saharan Africa,Facility/Infrastructure Attack,7
2010,Sub-Saharan Africa,Hostage taking/assassinaton,78
2010,Sub-Saharan Africa,Other,47
2011,Asia-Pacific,Armed Assault,137
2011,Asia-Pacific,Bombing/Explosion,134
2011,Asia-Pacific,Facility/Infrastructure Attack,27
2011,Asia-Pacific,Hostage taking/assassinaton,22
2011,Asia-Pacific,Other,38
2011,Central America & Caribbean,Armed Assault,0
2011,Central America & Caribbean,Bombing/Explosion,0
2011,Central America & Caribbean,Facility/Infrastructure Attack,0
2011,Central America & Caribbean,Hostage taking/assassinaton,0
2011,Central America & Caribbean,Other,1
2011,Central Asia,Armed Assault,0
2011,Central Asia,Bombing/Explosion,7
2011,Central Asia,Facility/Infrastructure Attack,0
2011,Central Asia,Hostage taking/assassinaton,0
2011,Central Asia,Other,2
2011,Europe,Armed Assault,70
2011,Europe,Bombing/Explosion,164
2011,Europe,Facility/Infrastructure Attack,22
2011,Europe,Hostage taking/assassinaton,22
2011,Europe,Other,13
2011,MENA,Armed Assault,368
2011,MENA,Bombing/Explosion,912
2011,MENA,Facility/Infrastructure Attack,31
2011,MENA,Hostage taking/assassinaton,219
2011,MENA,Other,133
2011,North America,Armed Assault,3
2011,North America,Bombing/Explosion,4
2011,North America,Facility/Infrastructure Attack,3
2011,North America,Hostage taking/assassinaton,1
2011,North America,Other,1
2011,South America,Armed Assault,11
2011,South America,Bombing/Explosion,57
2011,South America,Facility/Infrastructure Attack,12
2011,South America,Hostage taking/assassinaton,11
2011,South America,Other,15
2011,South Asia,Armed Assault,566
2011,South Asia,Bombing/Explosion,933
2011,South Asia,Facility/Infrastructure Attack,111
2011,South Asia,Hostage taking/assassinaton,298
2011,South Asia,Other,229
2011,Sub-Saharan Africa,Armed Assault,172
2011,Sub-Saharan Africa,Bombing/Explosion,146
2011,Sub-Saharan Africa,Facility/Infrastructure Attack,17
2011,Sub-Saharan Africa,Hostage taking/assassinaton,82
2011,Sub-Saharan Africa,Other,77
2012,Asia-Pacific,Armed Assault,192
2012,Asia-Pacific,Bombing/Explosion,301
2012,Asia-Pacific,Facility/Infrastructure Attack,34
2012,Asia-Pacific,Hostage taking/assassinaton,53
2012,Asia-Pacific,Other,10
2012,Central America & Caribbean,Armed Assault,0
2012,Central America & Caribbean,Bombing/Explosion,0
2012,Central America & Caribbean,Facility/Infrastructure Attack,0
2012,Central America & Caribbean,Hostage taking/assassinaton,1
2012,Central America & Caribbean,Other,0
2012,Central Asia,Armed Assault,3
2012,Central Asia,Bombing/Explosion,3
2012,Central Asia,Facility/Infrastructure Attack,1
2012,Central Asia,Hostage taking/assassinaton,5
2012,Central Asia,Other,0
2012,Europe,Armed Assault,61
2012,Europe,Bombing/Explosion,259
2012,Europe,Facility/Infrastructure Attack,19
2012,Europe,Hostage taking/assassinaton,19
2012,Europe,Other,5
2012,MENA,Armed Assault,493
2012,MENA,Bombing/Explosion,1636
2012,MENA,Facility/Infrastructure Attack,43
2012,MENA,Hostage taking/assassinaton,208
2012,MENA,Other,28
2012,North America,Armed Assault,6
2012,North America,Bombing/Explosion,8
2012,North America,Facility/Infrastructure Attack,17
2012,North America,Hostage taking/assassinaton,5
2012,North America,Other,2
2012,South America,Armed Assault,22
2012,South America,Bombing/Explosion,88
2012,South America,Facility/Infrastructure Attack,2
2012,South America,Hostage taking/assassinaton,15
2012,South America,Other,6
2012,South Asia,Armed Assault,885
2012,South Asia,Bombing/Explosion,2319
2012,South Asia,Facility/Infrastructure Attack,95
2012,South Asia,Hostage taking/assassinaton,376
2012,South Asia,Other,124
2012,Sub-Saharan Africa,Armed Assault,416
2012,Sub-Saharan Africa,Bombing/Explosion,464
2012,Sub-Saharan Africa,Facility/Infrastructure Attack,90
2012,Sub-Saharan Africa,Hostage taking/assassinaton,145
2012,Sub-Saharan Africa,Other,41
2014,Asia-Pacific,Armed Assault,403
2014,Asia-Pacific,Bombing/Explosion,456
2014,Asia-Pacific,Facility/Infrastructure Attack,84
2014,Asia-Pacific,Hostage taking/assassinaton,154
2014,Asia-Pacific,Other,34
2014,Central America & Caribbean,Armed Assault,3
2014,Central America & Caribbean,Bombing/Explosion,0
2014,Central America & Caribbean,Facility/Infrastructure Attack,1
2014,Central America & Caribbean,Hostage taking/assassinaton,1
2014,Central America & Caribbean,Other,0
2014,Central Asia,Armed Assault,2
2014,Central Asia,Bombing/Explosion,3
2014,Central Asia,Facility/Infrastructure Attack,1
2014,Central Asia,Hostage taking/assassinaton,2
2014,Central Asia,Other,1
2014,Europe,Armed Assault,284
2014,Europe,Bombing/Explosion,559
2014,Europe,Facility/Infrastructure Attack,157
2014,Europe,Hostage taking/assassinaton,116
2014,Europe,Other,64
2014,MENA,Armed Assault,1151
2014,MENA,Bombing/Explosion,4421
2014,MENA,Facility/Infrastructure Attack,167
2014,MENA,Hostage taking/assassinaton,899
2014,MENA,Other,281
2014,North America,Armed Assault,18
2014,North America,Bombing/Explosion,5
2014,North America,Facility/Infrastructure Attack,6
2014,North America,Hostage taking/assassinaton,4
2014,North America,Other,1
2014,South America,Armed Assault,43
2014,South America,Bombing/Explosion,150
2014,South America,Facility/Infrastructure Attack,31
2014,South America,Hostage taking/assassinaton,41
2014,South America,Other,17
2014,South Asia,Armed Assault,1226
2014,South Asia,Bombing/Explosion,2630
2014,South Asia,Facility/Infrastructure Attack,228
2014,South Asia,Hostage taking/assassinaton,674
2014,South Asia,Other,234
2014,Sub-Saharan Africa,Armed Assault,934
2014,Sub-Saharan Africa,Bombing/Explosion,546
2014,Sub-Saharan Africa,Facility/Infrastructure Attack,107
2014,Sub-Saharan Africa,Hostage taking/assassinaton,466
2014,Sub-Saharan Africa,Other,255
2015,Asia-Pacific,Armed Assault,373
2015,Asia-Pacific,Bombing/Explosion,444
2015,Asia-Pacific,Facility/Infrastructure Attack,82
2015,Asia-Pacific,Hostage taking/assassinaton,189
2015,Asia-Pacific,Other,24
2015,Central America & Caribbean,Armed Assault,1
2015,Central America & Caribbean,Bombing/Explosion,0
2015,Central America & Caribbean,Facility/Infrastructure Attack,0
2015,Central America & Caribbean,Hostage taking/assassinaton,0
2015,Central America & Caribbean,Other,0
2015,Central Asia,Armed Assault,5
2015,Central Asia,Bombing/Explosion,1
2015,Central Asia,Facility/Infrastructure Attack,2
2015,Central Asia,Hostage taking/assassinaton,1
2015,Central Asia,Other,0
2015,Europe,Armed Assault,224
2015,Europe,Bombing/Explosion,562
2015,Europe,Facility/Infrastructure Attack,162
2015,Europe,Hostage taking/assassinaton,40
2015,Europe,Other,31
2015,MENA,Armed Assault,827
2015,MENA,Bombing/Explosion,3864
2015,MENA,Facility/Infrastructure Attack,94
2015,MENA,Hostage taking/assassinaton,702
2015,MENA,Other,469
2015,North America,Armed Assault,13
2015,North America,Bombing/Explosion,21
2015,North America,Facility/Infrastructure Attack,18
2015,North America,Hostage taking/assassinaton,8
2015,North America,Other,3
2015,South America,Armed Assault,27
2015,South America,Bombing/Explosion,86
2015,South America,Facility/Infrastructure Attack,18
2015,South America,Hostage taking/assassinaton,32
2015,South America,Other,12
2015,South Asia,Armed Assault,1108
2015,South Asia,Bombing/Explosion,2105
2015,South Asia,Facility/Infrastructure Attack,273
2015,South Asia,Hostage taking/assassinaton,818
2015,South Asia,Other,274
2015,Sub-Saharan Africa,Armed Assault,758
2015,Sub-Saharan Africa,Bombing/Explosion,521
2015,Sub-Saharan Africa,Facility/Infrastructure Attack,54
2015,Sub-Saharan Africa,Hostage taking/assassinaton,399
2015,Sub-Saharan Africa,Other,207
2016,Asia-Pacific,Armed Assault,286
2016,Asia-Pacific,Bombing/Explosion,454
2016,Asia-Pacific,Facility/Infrastructure Attack,85
2016,Asia-Pacific,Hostage taking/assassinaton,248
2016,Asia-Pacific,Other,23
2016,Central America & Caribbean,Armed Assault,2
2016,Central America & Caribbean,Bombing/Explosion,0
2016,Central America & Caribbean,Facility/Infrastructure Attack,0
2016,Central America & Caribbean,Hostage taking/assassinaton,1
2016,Central America & Caribbean,Other,0
2016,Central Asia,Armed Assault,4
2016,Central Asia,Bombing/Explosion,7
2016,Central Asia,Facility/Infrastructure Attack,0
2016,Central Asia,Hostage taking/assassinaton,4
2016,Central Asia,Other,1
2016,Europe,Armed Assault,95
2016,Europe,Bombing/Explosion,125
2016,Europe,Facility/Infrastructure Attack,126
2016,Europe,Hostage taking/assassinaton,36
2016,Europe,Other,19
2016,MENA,Armed Assault,718
2016,MENA,Bombing/Explosion,4262
2016,MENA,Facility/Infrastructure Attack,130
2016,MENA,Hostage taking/assassinaton,558
2016,MENA,Other,420
2016,North America,Armed Assault,20
2016,North America,Bombing/Explosion,8
2016,North America,Facility/Infrastructure Attack,35
2016,North America,Hostage taking/assassinaton,7
2016,North America,Other,2
2016,South America,Armed Assault,28
2016,South America,Bombing/Explosion,45
2016,South America,Facility/Infrastructure Attack,21
2016,South America,Hostage taking/assassinaton,29
2016,South America,Other,10
2016,South Asia,Armed Assault,864
2016,South Asia,Bombing/Explosion,1562
2016,South Asia,Facility/Infrastructure Attack,192
2016,South Asia,Hostage taking/assassinaton,633
2016,South Asia,Other,377
2016,Sub-Saharan Africa,Armed Assault,696
2016,Sub-Saharan Africa,Bombing/Explosion,612
2016,Sub-Saharan Africa,Facility/Infrastructure Attack,99
2016,Sub-Saharan Africa,Hostage taking/assassinaton,468
2016,Sub-Saharan Africa,Other,176
